DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,METHOD2,meandiff,p-adj,lower,upper,reject
lj,61-65,32,deepWalk,TransH,test,Hit@1,source,transformed,0.0725,0.001,0.0512,0.0938,True
lj,61-65,32,node2vec,TransD,test,Hit@3,source2target,transformed,-0.0188,0.4003,-0.0496,0.0121,False
lj,61-65,32,node2vec,TransE,test,Hit@3,source2target,transformed,-0.0131,0.6695,-0.044,0.0177,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,source2target,transformed,-0.0064,0.9,-0.0407,0.028,False
lj,61-65,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,-0.0111,0.8161,-0.0455,0.0232,False
lj,61-65,32,deepWalk,SimplE,test,Hit@1,source2target,transformed,0.0352,0.001,0.0267,0.0437,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,source,source2target,0.082,0.001,0.0605,0.1035,True
lj,61-65,32,deepWalk,DistMult,test,Hit@1,target,transformed,0.0474,0.001,0.039,0.0557,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,source2target,target,-0.0113,0.0081,-0.0204,-0.0022,True
lj,61-65,32,deepWalk,TransE,test,Hit@3,source2target,transformed,-0.0126,0.6911,-0.0434,0.0181,False
lj,61-65,32,node2vec,TransH,test,Hit@3,source2target,transformed,-0.0127,0.6933,-0.0438,0.0183,False
lj,61-65,32,node2vec,SimplE,test,Hit@1,source2target,transformed,0.0248,0.001,0.0157,0.0339,True
lj,61-65,32,deepWalk,TransH,test,Hit@1,source2target,target,0.004,0.9,-0.0173,0.0252,False
lj,61-65,32,node2vec,TransD,test,Hit@3,target,transformed,-0.0302,0.0573,-0.0611,0.0006,False
lj,61-65,32,node2vec,TransE,test,Hit@3,target,transformed,-0.0119,0.7286,-0.0427,0.0189,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,target,transformed,-0.0272,0.174,-0.0616,0.0071,False
lj,61-65,32,node2vec,RESCAL,test,Hit@3,target,transformed,-0.0431,0.007,-0.0774,-0.0087,True
lj,61-65,32,deepWalk,SimplE,test,Hit@1,target,transformed,0.0474,0.001,0.0389,0.0559,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,source,target,0.0935,0.001,0.0719,0.115,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,source2target,transformed,0.0238,0.001,0.0147,0.033,True
lj,61-65,32,deepWalk,TransE,test,Hit@3,target,transformed,-0.0118,0.7313,-0.0425,0.019,False
lj,61-65,32,node2vec,TransH,test,Hit@3,target,transformed,-0.0116,0.7468,-0.0426,0.0195,False
lj,61-65,32,node2vec,SimplE,test,Hit@1,target,transformed,0.0361,0.001,0.027,0.0452,True
lj,61-65,32,deepWalk,TransH,test,Hit@1,source2target,transformed,-0.0178,0.1383,-0.039,0.0035,False
lj,61-65,32,node2vec,TransE,test,Hit@1,source,source2target,0.0828,0.001,0.0597,0.106,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,source,transformed,0.0668,0.001,0.0452,0.0883,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,target,transformed,0.0351,0.001,0.026,0.0442,True
lj,61-65,32,node2vec,TransH,test,Hit@1,source,source2target,0.0838,0.001,0.0606,0.1071,True
lj,61-65,32,deepWalk,TransE,test,Hit@1,source,source2target,0.0943,0.001,0.0712,0.1173,True
lj,61-65,32,node2vec,TransD,test,Hit@1,source,source2target,0.0762,0.001,0.054,0.0984,True
lj,61-65,32,deepWalk,TransH,test,Hit@1,target,transformed,-0.0217,0.0433,-0.043,-0.0004,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,source,source2target,0.0524,0.001,0.0265,0.0784,True
lj,61-65,32,node2vec,TransE,test,Hit@1,source,target,0.0838,0.001,0.0607,0.107,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,source2target,target,0.0115,0.516,-0.0101,0.033,False
lj,61-65,32,node2vec,TransH,test,Hit@1,source,target,0.0873,0.001,0.064,0.1105,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,source,target,0.0567,0.001,0.0308,0.0827,True
lj,61-65,32,deepWalk,TransE,test,Hit@1,source,target,0.0955,0.001,0.0725,0.1185,True
lj,61-65,32,node2vec,TransD,test,Hit@1,source,target,0.0851,0.001,0.0629,0.1073,True
lj,61-65,32,node2vec,RESCAL,test,Hit@1,source,source2target,0.0472,0.001,0.0214,0.0731,True
lj,61-65,32,node2vec,TransE,test,Hit@1,source,transformed,0.0794,0.001,0.0563,0.1025,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,source2target,transformed,-0.0152,0.2648,-0.0368,0.0063,False
lj,61-65,32,node2vec,TransH,test,Hit@1,source,transformed,0.082,0.001,0.0588,0.1053,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,source,transformed,0.041,0.001,0.015,0.0669,True
lj,61-65,32,deepWalk,TransE,test,Hit@1,source,transformed,0.0901,0.001,0.0671,0.1131,True
lj,61-65,32,node2vec,TransD,test,Hit@1,source,transformed,0.0559,0.001,0.0337,0.0782,True
lj,61-65,32,node2vec,TransE,test,Hit@1,source2target,target,0.001,0.9,-0.0221,0.0241,False
lj,61-65,32,node2vec,RESCAL,test,Hit@1,source,target,0.0568,0.001,0.031,0.0826,True
lj,61-65,32,deepWalk,TransD,test,Hit@1,target,transformed,-0.0267,0.008,-0.0482,-0.0052,True
lj,61-65,32,node2vec,TransH,test,Hit@1,source2target,target,0.0035,0.9,-0.0198,0.0267,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,source2target,target,0.0043,0.9,-0.0217,0.0303,False
lj,61-65,32,deepWalk,TransE,test,Hit@1,source2target,target,0.0012,0.9,-0.0218,0.0243,False
lj,61-65,32,node2vec,TransE,test,Hit@1,source2target,transformed,-0.0034,0.9,-0.0265,0.0197,False
lj,61-65,32,node2vec,TransD,test,Hit@1,source2target,target,0.0089,0.7064,-0.0133,0.0311,False
lj,61-65,32,node2vec,RESCAL,test,Hit@1,source,transformed,0.0287,0.0225,0.0029,0.0545,True
lj,61-65,32,node2vec,TransH,test,Hit@1,source2target,transformed,-0.0018,0.9,-0.025,0.0215,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,source2target,transformed,-0.0115,0.647,-0.0374,0.0145,False
lj,61-65,32,deepWalk,TransE,test,Hit@1,source2target,transformed,-0.0041,0.9,-0.0271,0.0189,False
lj,61-65,32,node2vec,TransE,test,Hit@1,target,transformed,-0.0044,0.9,-0.0275,0.0187,False
lj,61-65,32,node2vec,TransD,test,Hit@1,source2target,transformed,-0.0203,0.0882,-0.0425,0.002,False
lj,61-65,32,node2vec,RESCAL,test,Hit@1,source2target,target,0.0096,0.7493,-0.0162,0.0354,False
lj,61-65,32,node2vec,TransH,test,Hit@1,target,transformed,-0.0052,0.9,-0.0285,0.018,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@1,target,transformed,-0.0158,0.4013,-0.0417,0.0102,False
lj,61-65,32,deepWalk,TransE,test,Hit@1,target,transformed,-0.0054,0.9,-0.0284,0.0176,False
lj,61-65,32,node2vec,TransD,test,Hit@1,target,transformed,-0.0292,0.0042,-0.0514,-0.0069,True
lj,61-65,32,node2vec,RESCAL,test,Hit@1,source2target,transformed,-0.0186,0.2504,-0.0444,0.0073,False
lj,61-65,32,node2vec,RESCAL,test,Hit@1,target,transformed,-0.0281,0.0263,-0.054,-0.0023,True
amazon,21-25,32,node2vec,SimplE,test,MRR,source,source2target,-0.0,0.9,-0.0106,0.0106,False
amazon,21-25,32,node2vec,SimplE,test,MRR,source,target,-0.0025,0.9,-0.0131,0.0081,False
amazon,21-25,32,node2vec,DistMult,test,MRR,source,source2target,0.0,0.9,-0.0107,0.0107,False
amazon,21-25,32,deepWalk,TransH,test,MRR,source,source2target,0.1404,0.001,0.119,0.1618,True
amazon,21-25,32,deepWalk,TransH,test,MRR,source,target,0.1365,0.001,0.1151,0.1579,True
amazon,21-25,32,node2vec,DistMult,test,MRR,source,target,-0.0026,0.9,-0.0133,0.0081,False
amazon,21-25,32,deepWalk,TransH,test,MRR,source,transformed,0.138,0.001,0.1166,0.1594,True
amazon,21-25,32,node2vec,DistMult,test,MRR,source,transformed,0.0647,0.001,0.054,0.0754,True
amazon,21-25,32,deepWalk,TransH,test,MRR,source2target,target,-0.0038,0.9,-0.0253,0.0176,False
amazon,21-25,32,node2vec,DistMult,test,MRR,source2target,target,-0.0026,0.9,-0.0133,0.008,False
amazon,21-25,32,deepWalk,TransH,test,MRR,source2target,transformed,-0.0024,0.9,-0.0238,0.019,False
amazon,21-25,32,node2vec,DistMult,test,MRR,source2target,transformed,0.0647,0.001,0.054,0.0754,True
amazon,21-25,32,deepWalk,TransH,test,MRR,target,transformed,0.0015,0.9,-0.02,0.0229,False
amazon,21-25,32,node2vec,DistMult,test,MRR,target,transformed,0.0673,0.001,0.0566,0.078,True
amazon,21-25,32,node2vec,DistMult,test,MR,source,source2target,0.0055,0.9,-0.4626,0.4736,False
amazon,21-25,32,node2vec,DistMult,test,MR,source,target,0.0033,0.9,-0.4648,0.4714,False
amazon,21-25,32,node2vec,DistMult,test,MR,source,transformed,-1.3976,0.001,-1.8657,-0.9295,True
amazon,21-25,32,node2vec,RESCAL,test,MRR,source,source2target,0.0031,0.9,-0.0152,0.0213,False
amazon,21-25,32,node2vec,DistMult,test,MR,source2target,target,-0.0021,0.9,-0.4702,0.466,False
amazon,21-25,32,node2vec,RESCAL,test,MRR,source,target,0.0464,0.001,0.0282,0.0646,True
amazon,21-25,32,node2vec,DistMult,test,MR,source2target,transformed,-1.403,0.001,-1.8711,-0.9349,True
amazon,21-25,32,node2vec,RESCAL,test,MRR,source,transformed,0.0179,0.0553,-0.0003,0.0362,False
amazon,21-25,32,deepWalk,TransH,test,MR,source,source2target,-3.4418,0.001,-3.8588,-3.0249,True
amazon,21-25,32,node2vec,RESCAL,test,MRR,source2target,target,0.0433,0.001,0.0251,0.0615,True
amazon,21-25,32,node2vec,SimplE,test,MRR,source,transformed,0.0604,0.001,0.0498,0.071,True
amazon,21-25,32,node2vec,DistMult,test,MR,target,transformed,-1.4009,0.001,-1.869,-0.9328,True
amazon,21-25,32,node2vec,TransH,test,MRR,source,source2target,0.1159,0.001,0.0942,0.1376,True
amazon,21-25,32,deepWalk,TransH,test,MR,source,target,-3.4289,0.001,-3.8459,-3.012,True
amazon,21-25,32,deepWalk,TransE,test,MRR,source,source2target,0.1427,0.001,0.1214,0.164,True
amazon,21-25,32,node2vec,RESCAL,test,MRR,source2target,transformed,0.0149,0.153,-0.0033,0.0331,False
amazon,21-25,32,deepWalk,SimplE,test,MRR,source,source2target,-0.0001,0.9,-0.0113,0.0112,False
amazon,21-25,32,deepWalk,DistMult,test,MRR,source,source2target,-0.0001,0.9,-0.0111,0.0109,False
amazon,21-25,32,node2vec,SimplE,test,MRR,source2target,target,-0.0025,0.9,-0.0131,0.0081,False
amazon,21-25,32,node2vec,TransD,test,MRR,source,source2target,0.106,0.001,0.0844,0.1275,True
amazon,21-25,32,node2vec,TransE,test,MRR,source,source2target,0.1206,0.001,0.0986,0.1426,True
amazon,21-25,32,node2vec,DistMult,test,Hit@10,source,source2target,-0.0001,0.9,-0.0363,0.0361,False
amazon,21-25,32,node2vec,TransH,test,MRR,source,target,0.1113,0.001,0.0897,0.133,True
amazon,21-25,32,deepWalk,TransD,test,MRR,source,source2target,0.127,0.001,0.1052,0.1488,True
amazon,21-25,32,deepWalk,TransH,test,MR,source,transformed,-3.0016,0.001,-3.4185,-2.5847,True
amazon,21-25,32,node2vec,DistMult,test,Hit@10,source,target,-0.0021,0.9,-0.0383,0.0341,False
amazon,21-25,32,deepWalk,TransE,test,MRR,source,target,0.1435,0.001,0.1222,0.1648,True
amazon,21-25,32,node2vec,RESCAL,test,MRR,target,transformed,-0.0285,0.001,-0.0467,-0.0102,True
amazon,21-25,32,deepWalk,TransH,test,MR,source2target,target,0.0129,0.9,-0.4041,0.4298,False
amazon,21-25,32,deepWalk,SimplE,test,MRR,source,target,-0.0047,0.6814,-0.0159,0.0065,False
amazon,21-25,32,deepWalk,DistMult,test,MRR,source,target,-0.0048,0.6548,-0.0158,0.0062,False
amazon,21-25,32,node2vec,SimplE,test,MRR,source2target,transformed,0.0604,0.001,0.0498,0.071,True
amazon,21-25,32,node2vec,TransD,test,MRR,source,target,0.1165,0.001,0.095,0.1381,True
amazon,21-25,32,deepWalk,RESCAL,test,MRR,source,source2target,-0.0062,0.8066,-0.0249,0.0125,False
amazon,21-25,32,node2vec,TransE,test,MRR,source,target,0.121,0.001,0.099,0.143,True
amazon,21-25,32,node2vec,TransH,test,MRR,source,transformed,0.1071,0.001,0.0855,0.1288,True
amazon,21-25,32,deepWalk,TransD,test,MRR,source,target,0.1363,0.001,0.1146,0.1581,True
amazon,21-25,32,node2vec,DistMult,test,Hit@10,source,transformed,0.0935,0.001,0.0573,0.1298,True
amazon,21-25,32,deepWalk,TransE,test,MRR,source,transformed,0.1317,0.001,0.1104,0.153,True
amazon,21-25,32,node2vec,SimplE,test,MRR,target,transformed,0.0629,0.001,0.0523,0.0735,True
amazon,21-25,32,deepWalk,TransH,test,MR,source2target,transformed,0.4402,0.0338,0.0233,0.8572,True
amazon,21-25,32,deepWalk,SimplE,test,MRR,source,transformed,0.069,0.001,0.0577,0.0802,True
amazon,21-25,32,deepWalk,DistMult,test,MRR,source,transformed,0.0709,0.001,0.0599,0.0819,True
amazon,21-25,32,node2vec,TransD,test,MRR,source,transformed,0.098,0.001,0.0765,0.1195,True
amazon,21-25,32,node2vec,TransE,test,MRR,source,transformed,0.1091,0.001,0.0871,0.1311,True
amazon,21-25,32,node2vec,TransH,test,MRR,source2target,target,-0.0046,0.9,-0.0262,0.0171,False
amazon,21-25,32,node2vec,DistMult,test,Hit@10,source2target,target,-0.002,0.9,-0.0382,0.0342,False
amazon,21-25,32,deepWalk,TransD,test,MRR,source,transformed,0.1203,0.001,0.0985,0.142,True
amazon,21-25,32,deepWalk,RESCAL,test,MRR,source,target,0.0425,0.001,0.0238,0.0612,True
amazon,21-25,32,deepWalk,SimplE,test,MRR,source2target,target,-0.0046,0.6903,-0.0158,0.0066,False
amazon,21-25,32,deepWalk,TransH,test,MR,target,transformed,0.4273,0.0421,0.0104,0.8443,True
amazon,21-25,32,deepWalk,TransE,test,MRR,source2target,target,0.0008,0.9,-0.0205,0.0221,False
amazon,21-25,32,deepWalk,DistMult,test,MRR,source2target,target,-0.0047,0.6649,-0.0157,0.0063,False
amazon,21-25,32,node2vec,TransE,test,MRR,source2target,target,0.0004,0.9,-0.0216,0.0224,False
amazon,21-25,32,node2vec,TransD,test,MRR,source2target,target,0.0106,0.5767,-0.011,0.0321,False
amazon,21-25,32,deepWalk,TransD,test,MRR,source2target,target,0.0093,0.6654,-0.0124,0.0311,False
amazon,21-25,32,deepWalk,RESCAL,test,MRR,source,transformed,0.0165,0.1069,-0.0022,0.0352,False
amazon,21-25,32,node2vec,DistMult,test,Hit@10,source2target,transformed,0.0936,0.001,0.0574,0.1298,True
amazon,21-25,32,node2vec,TransH,test,MRR,source2target,transformed,-0.0088,0.7004,-0.0304,0.0129,False
amazon,21-25,32,node2vec,SimplE,test,MR,source,source2target,0.0032,0.9,-0.4616,0.4679,False
amazon,21-25,32,deepWalk,SimplE,test,MRR,source2target,transformed,0.069,0.001,0.0578,0.0802,True
amazon,21-25,32,deepWalk,DistMult,test,MRR,source2target,transformed,0.071,0.001,0.06,0.082,True
amazon,21-25,32,deepWalk,TransE,test,MRR,source2target,transformed,-0.0111,0.5347,-0.0324,0.0102,False
amazon,21-25,32,node2vec,TransD,test,MRR,source2target,transformed,-0.008,0.7514,-0.0295,0.0136,False
amazon,21-25,32,node2vec,TransE,test,MRR,source2target,transformed,-0.0115,0.5304,-0.0335,0.0105,False
amazon,21-25,32,deepWalk,RESCAL,test,MRR,source2target,target,0.0487,0.001,0.03,0.0674,True
amazon,21-25,32,deepWalk,TransD,test,MRR,source2target,transformed,-0.0067,0.8388,-0.0285,0.015,False
amazon,21-25,32,node2vec,TransH,test,MRR,target,transformed,-0.0042,0.9,-0.0259,0.0174,False
amazon,21-25,32,node2vec,DistMult,test,Hit@10,target,transformed,0.0957,0.001,0.0595,0.1319,True
amazon,21-25,32,node2vec,SimplE,test,MR,source,target,-0.0644,0.9,-0.5291,0.4004,False
amazon,21-25,32,node2vec,TransD,test,MRR,target,transformed,-0.0185,0.1203,-0.0401,0.003,False
amazon,21-25,32,deepWalk,TransE,test,MRR,target,transformed,-0.0118,0.4803,-0.0331,0.0094,False
amazon,21-25,32,deepWalk,DistMult,test,MRR,target,transformed,0.0757,0.001,0.0647,0.0867,True
amazon,21-25,32,deepWalk,SimplE,test,MRR,target,transformed,0.0736,0.001,0.0624,0.0849,True
amazon,21-25,32,deepWalk,TransH,test,Hit@10,source,source2target,0.2412,0.001,0.2099,0.2726,True
amazon,21-25,32,node2vec,TransE,test,MRR,target,transformed,-0.0119,0.5035,-0.0339,0.0101,False
amazon,21-25,32,deepWalk,TransD,test,MRR,target,transformed,-0.0161,0.2288,-0.0379,0.0057,False
amazon,21-25,32,deepWalk,RESCAL,test,MRR,source2target,transformed,0.0227,0.0101,0.004,0.0414,True
amazon,21-25,32,node2vec,SimplE,test,MR,source,transformed,-1.2348,0.001,-1.6996,-0.7701,True
amazon,21-25,32,deepWalk,TransH,test,Hit@10,source,target,0.2363,0.001,0.2049,0.2676,True
amazon,21-25,32,node2vec,TransH,test,MR,source,source2target,-2.6681,0.001,-3.0703,-2.266,True
amazon,21-25,32,deepWalk,RESCAL,test,MRR,target,transformed,-0.026,0.0021,-0.0447,-0.0073,True
amazon,21-25,32,node2vec,SimplE,test,MR,source2target,target,-0.0676,0.9,-0.5323,0.3972,False
amazon,21-25,32,node2vec,TransH,test,MR,source,target,-2.636,0.001,-3.0382,-2.2339,True
amazon,21-25,32,deepWalk,TransH,test,Hit@10,source,transformed,0.2058,0.001,0.1744,0.2371,True
amazon,21-25,32,node2vec,SimplE,test,MR,source2target,transformed,-1.238,0.001,-1.7028,-0.7733,True
amazon,21-25,32,node2vec,TransH,test,MR,source,transformed,-2.1991,0.001,-2.6012,-1.7969,True
amazon,21-25,32,deepWalk,TransE,test,MR,source,source2target,-3.3999,0.001,-3.8111,-2.9887,True
amazon,21-25,32,deepWalk,TransH,test,Hit@10,source2target,target,-0.0049,0.9,-0.0363,0.0264,False
amazon,21-25,32,node2vec,SimplE,test,MR,target,transformed,-1.1705,0.001,-1.6352,-0.7057,True
amazon,21-25,32,node2vec,TransH,test,MR,source2target,target,0.0321,0.9,-0.37,0.4343,False
amazon,21-25,32,deepWalk,TransE,test,MR,source,target,-3.3952,0.001,-3.8064,-2.984,True
amazon,21-25,32,deepWalk,TransH,test,Hit@10,source2target,transformed,-0.0354,0.0194,-0.0668,-0.0041,True
amazon,21-25,32,deepWalk,TransE,test,MR,source,transformed,-2.8577,0.001,-3.2689,-2.4465,True
amazon,21-25,32,node2vec,TransH,test,MR,source2target,transformed,0.4691,0.0146,0.0669,0.8712,True
amazon,21-25,32,node2vec,TransE,test,MR,source,source2target,-2.6732,0.001,-3.08,-2.2663,True
amazon,21-25,32,node2vec,SimplE,test,Hit@10,source,source2target,0.0,0.9,-0.0363,0.0363,False
amazon,21-25,32,deepWalk,TransH,test,Hit@10,target,transformed,-0.0305,0.0597,-0.0619,0.0008,False
amazon,21-25,32,deepWalk,TransE,test,MR,source2target,target,0.0047,0.9,-0.4065,0.4159,False
amazon,21-25,32,node2vec,TransH,test,MR,target,transformed,0.4369,0.027,0.0348,0.8391,True
amazon,21-25,32,node2vec,TransE,test,MR,source,target,-2.6437,0.001,-3.0505,-2.2368,True
amazon,21-25,32,deepWalk,TransE,test,MR,source2target,transformed,0.5422,0.004,0.131,0.9534,True
amazon,21-25,32,node2vec,SimplE,test,Hit@10,source,target,-0.0051,0.9,-0.0414,0.0312,False
amazon,21-25,32,node2vec,TransE,test,MR,source,transformed,-2.1285,0.001,-2.5354,-1.7217,True
amazon,21-25,32,deepWalk,TransE,test,MR,target,transformed,0.5375,0.0044,0.1263,0.9487,True
amazon,21-25,32,node2vec,TransE,test,MR,source2target,target,0.0295,0.9,-0.3774,0.4364,False
amazon,21-25,32,node2vec,TransE,test,MR,source2target,transformed,0.5446,0.0033,0.1377,0.9515,True
amazon,21-25,32,node2vec,TransE,test,MR,target,transformed,0.5151,0.0064,0.1082,0.922,True
amazon,21-25,32,deepWalk,TransH,test,Hit@3,source,source2target,0.1872,0.001,0.1556,0.2187,True
amazon,21-25,32,deepWalk,TransH,test,Hit@3,source,target,0.1827,0.001,0.1511,0.2142,True
amazon,21-25,32,deepWalk,TransH,test,Hit@3,source,transformed,0.1824,0.001,0.1509,0.2139,True
amazon,21-25,32,deepWalk,TransH,test,Hit@3,source2target,target,-0.0045,0.9,-0.036,0.027,False
amazon,21-25,32,deepWalk,TransH,test,Hit@3,source2target,transformed,-0.0048,0.9,-0.0363,0.0268,False
amazon,21-25,32,deepWalk,TransH,test,Hit@3,target,transformed,-0.0003,0.9,-0.0318,0.0313,False
amazon,21-25,32,node2vec,RESCAL,test,MR,source,source2target,-0.146,0.8555,-0.6367,0.3447,False
amazon,21-25,32,node2vec,SimplE,test,Hit@10,source,transformed,0.0749,0.001,0.0386,0.1112,True
amazon,21-25,32,node2vec,TransH,test,Hit@10,source,source2target,0.1662,0.001,0.1353,0.1972,True
amazon,21-25,32,deepWalk,TransE,test,Hit@10,source,source2target,0.2498,0.001,0.2189,0.2806,True
amazon,21-25,32,deepWalk,TransD,test,MR,source,source2target,-3.3781,0.001,-3.7968,-2.9595,True
amazon,21-25,32,node2vec,SimplE,test,Hit@10,source2target,target,-0.0051,0.9,-0.0414,0.0312,False
amazon,21-25,32,node2vec,TransD,test,MR,source,source2target,-2.4752,0.001,-2.879,-2.0715,True
amazon,21-25,32,node2vec,TransE,test,Hit@10,source,source2target,0.1629,0.001,0.1318,0.1941,True
amazon,21-25,32,node2vec,RESCAL,test,MR,source,target,-0.4602,0.0753,-0.9509,0.0305,False
amazon,21-25,32,node2vec,DistMult,test,Hit@3,source,source2target,-0.0007,0.9,-0.0252,0.0239,False
amazon,21-25,32,deepWalk,DistMult,test,MR,source,source2target,0.0078,0.9,-0.4659,0.4815,False
amazon,21-25,32,node2vec,TransH,test,Hit@10,source,target,0.1636,0.001,0.1326,0.1945,True
amazon,21-25,32,deepWalk,SimplE,test,MR,source,source2target,0.0038,0.9,-0.4608,0.4684,False
amazon,21-25,32,deepWalk,RESCAL,test,MR,source,source2target,0.0477,0.9,-0.4439,0.5393,False
amazon,21-25,32,deepWalk,TransE,test,Hit@10,source,target,0.2443,0.001,0.2134,0.2751,True
amazon,21-25,32,deepWalk,TransD,test,MR,source,target,-3.5083,0.001,-3.9269,-3.0896,True
amazon,21-25,32,node2vec,SimplE,test,Hit@10,source2target,transformed,0.0749,0.001,0.0386,0.1112,True
amazon,21-25,32,node2vec,TransD,test,MR,source,target,-2.6641,0.001,-3.0678,-2.2604,True
amazon,21-25,32,node2vec,TransE,test,Hit@10,source,target,0.1592,0.001,0.128,0.1903,True
amazon,21-25,32,node2vec,RESCAL,test,MR,source,transformed,-0.0824,0.9,-0.5731,0.4083,False
amazon,21-25,32,deepWalk,TransH,test,Hit@1,source,source2target,0.1138,0.001,0.091,0.1365,True
amazon,21-25,32,node2vec,DistMult,test,Hit@3,source,target,-0.012,0.5788,-0.0366,0.0126,False
amazon,21-25,32,node2vec,TransE,test,Hit@10,source,transformed,0.1336,0.001,0.1024,0.1647,True
amazon,21-25,32,node2vec,TransH,test,Hit@10,source,transformed,0.1338,0.001,0.1028,0.1647,True
amazon,21-25,32,deepWalk,DistMult,test,MR,source,target,0.2462,0.5347,-0.2275,0.7199,False
amazon,21-25,32,deepWalk,SimplE,test,MR,source,target,0.1785,0.7304,-0.2861,0.6432,False
amazon,21-25,32,deepWalk,RESCAL,test,MR,source,target,-0.3622,0.2305,-0.8538,0.1293,False
amazon,21-25,32,deepWalk,TransE,test,Hit@10,source,transformed,0.2168,0.001,0.186,0.2477,True
amazon,21-25,32,deepWalk,TransD,test,MR,source,transformed,-2.8695,0.001,-3.2882,-2.4509,True
amazon,21-25,32,node2vec,SimplE,test,Hit@10,target,transformed,0.08,0.001,0.0437,0.1163,True
amazon,21-25,32,node2vec,TransD,test,MR,source,transformed,-2.115,0.001,-2.5187,-1.7113,True
amazon,21-25,32,node2vec,RESCAL,test,MR,source2target,target,-0.3142,0.3529,-0.8049,0.1765,False
amazon,21-25,32,deepWalk,TransH,test,Hit@1,source,target,0.1067,0.001,0.0839,0.1294,True
amazon,21-25,32,node2vec,DistMult,test,Hit@3,source,transformed,0.0973,0.001,0.0727,0.1219,True
amazon,21-25,32,node2vec,TransE,test,Hit@10,source2target,target,-0.0038,0.9,-0.0349,0.0274,False
