DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,mean,iqr,cilo,cihi,whishi,whislo,q1,med,q3
orkut,251-255,32,deepWalk,DistMult,test,MR,source,93.17706235877864,30.812660499999993,95.70121400336703,104.15445399663298,133.031738,40.417702,79.5102195,99.927834,110.32288
orkut,251-255,32,deepWalk,DistMult,test,MR,source2target,93.19156177099237,30.7611505,95.75467370923252,104.19378229076747,133.079376,40.385094,79.594387,99.974228,110.3555375
orkut,251-255,32,deepWalk,DistMult,test,MR,transformed,104.24006764122139,24.524261499999994,104.97086935881093,111.69893064118908,143.797302,62.53933,93.15688349999999,108.3349,117.68114499999999
orkut,251-255,32,deepWalk,DistMult,test,MR,target,122.77461947328243,11.800510499999987,121.67708183856018,124.91447016143982,142.887253,101.689194,118.2407415,123.295776,130.041252
orkut,251-255,32,deepWalk,DistMult,test,Hit@10,source,0.12180447328244276,0.0997905,0.07909558374740137,0.10647241625259864,0.302395,0.009615,0.061952,0.092784,0.1617425
orkut,251-255,32,deepWalk,DistMult,test,Hit@10,source2target,0.12162059541984732,0.10113599999999999,0.0789110194445081,0.10665698055549191,0.308383,0.009615,0.061107499999999995,0.092784,0.16224349999999998
orkut,251-255,32,deepWalk,DistMult,test,Hit@10,transformed,0.091371893129771,0.069295,0.046946698350806726,0.06595730164919328,0.198276,0.010417,0.03784800000000001,0.056452,0.107143
orkut,251-255,32,deepWalk,DistMult,test,Hit@10,target,0.03617942748091603,0.022926000000000002,0.031972205345127284,0.03826179465487272,0.078261,0.0,0.022297499999999998,0.035117,0.0452235
orkut,251-255,32,deepWalk,DistMult,test,Hit@3,source,0.045836748091603055,0.038542999999999994,0.02804599745342584,0.03862000254657416,0.110248,0.0,0.019288,0.033333,0.057830999999999994
orkut,251-255,32,deepWalk,DistMult,test,Hit@3,source2target,0.04587487786259542,0.038542999999999994,0.02804599745342584,0.03862000254657416,0.110248,0.0,0.019288,0.033333,0.057830999999999994
orkut,251-255,32,deepWalk,DistMult,test,Hit@3,transformed,0.04549361832061069,0.0342435,0.015921766476309253,0.025316233523690744,0.091837,0.0,0.0078745,0.020619,0.042118
orkut,251-255,32,deepWalk,DistMult,test,Hit@3,target,0.0070994427480916035,0.010363,0.004260491363149001,0.007103508636851,0.025,0.0,0.0,0.005682,0.010363
orkut,251-255,32,deepWalk,DistMult,test,Hit@1,source,0.01641685496183206,0.016356500000000003,0.009475353756764126,0.013962646243235875,0.045817,0.0,0.005618,0.011719,0.0219745
orkut,251-255,32,deepWalk,DistMult,test,Hit@1,source2target,0.01635845038167939,0.016356500000000003,0.009250353756764126,0.013737646243235875,0.045817,0.0,0.005618,0.011494,0.0219745
orkut,251-255,32,deepWalk,DistMult,test,Hit@1,transformed,0.02913109923664122,0.019968,0.003212958751265006,0.008691041248734994,0.047368,0.0,0.0,0.005952,0.019968
orkut,251-255,32,deepWalk,DistMult,test,Hit@1,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orkut,251-255,32,node2vec,SimplE,test,MRR,source,0.05461769465648855,0.03451350000000001,0.039413730161347395,0.048882269838652605,0.115125,0.013514,0.0312705,0.044148,0.06578400000000001
orkut,251-255,32,node2vec,SimplE,test,MRR,source2target,0.054611931297709915,0.034511,0.03943907309018963,0.04890692690981036,0.115119,0.013514,0.031264,0.044173,0.065775
orkut,251-255,32,node2vec,SimplE,test,MRR,transformed,0.03773048854961832,0.022997000000000004,0.02734646616600768,0.03365553383399232,0.076699,0.011963,0.023407499999999998,0.030501,0.0464045
orkut,251-255,32,node2vec,SimplE,test,MRR,target,0.021596419847328248,0.006045000000000002,0.020555798059464992,0.02221420194053501,0.0327,0.009231,0.0181365,0.021385,0.0241815
orkut,251-255,32,node2vec,SimplE,test,MR,source,101.00503696946566,25.45621899999999,98.56170531621437,105.54544268378562,147.685181,52.119743,88.16158300000001,102.053574,113.617802
orkut,251-255,32,node2vec,SimplE,test,MR,source2target,101.01072522900763,25.467929999999996,98.56604990034577,105.55300009965421,147.675919,52.111649,88.150711,102.059525,113.618641
orkut,251-255,32,node2vec,SimplE,test,MR,transformed,119.94301984732824,23.164596500000016,116.90422569652432,123.25927230347568,158.669647,81.184212,107.4595415,120.081749,130.62413800000002
orkut,251-255,32,node2vec,SimplE,test,MR,target,123.7870756335878,10.760482499999995,122.13732607773483,125.08938992226518,145.827271,104.096771,119.56025700000001,123.613358,130.3207395
orkut,251-255,32,node2vec,SimplE,test,Hit@10,source,0.10107252671755725,0.08051849999999999,0.0734621536064569,0.0955518463935431,0.256637,0.014151,0.0572745,0.084507,0.137793
orkut,251-255,32,node2vec,SimplE,test,Hit@10,source2target,0.10108438167938931,0.08051849999999999,0.0734621536064569,0.0955518463935431,0.256637,0.014151,0.0572745,0.084507,0.137793
orkut,251-255,32,node2vec,SimplE,test,Hit@10,transformed,0.06556058778625953,0.0514415,0.050235690384775586,0.06434830961522442,0.153409,0.0,0.034749,0.057292,0.0861905
orkut,251-255,32,node2vec,SimplE,test,Hit@10,target,0.040199442748091604,0.022982500000000003,0.03466245515329267,0.04096754484670733,0.083333,0.0,0.026547,0.037815,0.049529500000000004
orkut,251-255,32,node2vec,SimplE,test,Hit@3,source,0.04245526717557253,0.034340999999999997,0.02653939225146192,0.035960607748538084,0.099138,0.0,0.015385,0.03125,0.049726
orkut,251-255,32,node2vec,SimplE,test,Hit@3,source2target,0.042420618320610684,0.0348515,0.02646936618187662,0.03603063381812338,0.099138,0.0,0.014874499999999999,0.03125,0.049726
orkut,251-255,32,node2vec,SimplE,test,Hit@3,transformed,0.027075717557251907,0.022123999999999998,0.0150372169177177,0.021106783082282303,0.061538,0.0,0.0102085,0.018072,0.0323325
orkut,251-255,32,node2vec,SimplE,test,Hit@3,target,0.009520870229007635,0.010147499999999999,0.0064820518293500435,0.009265948170649959,0.028571,0.0,0.0036375,0.007874,0.013784999999999999
orkut,251-255,32,node2vec,SimplE,test,Hit@1,source,0.019797099236641223,0.018455,0.008106499286588326,0.013169500713411674,0.049383,0.0,0.0036505,0.010638,0.0221055
orkut,251-255,32,node2vec,SimplE,test,Hit@1,source2target,0.019797099236641223,0.018455,0.008106499286588326,0.013169500713411674,0.049383,0.0,0.0036505,0.010638,0.0221055
orkut,251-255,32,node2vec,SimplE,test,Hit@1,transformed,0.011719786259541986,0.013514,0.0033012638503903888,0.007008736149609611,0.030973,0.0,0.0,0.005155,0.013514
orkut,251-255,32,node2vec,SimplE,test,Hit@1,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orkut,251-255,32,node2vec,TransH,test,MRR,source,0.03802047328244275,0.015542,0.02819607997356574,0.03245992002643426,0.056968,0.01346,0.023152,0.030328,0.038694
orkut,251-255,32,node2vec,TransH,test,MRR,source2target,0.09546896183206106,0.0511485,0.07331988164508604,0.08735211835491397,0.183031,0.030076,0.0612395,0.080336,0.112388
orkut,251-255,32,node2vec,TransH,test,MRR,transformed,0.03640670229007634,0.017742,0.03218930259239502,0.037056697407604984,0.068752,0.010402,0.026581,0.034623,0.044323
orkut,251-255,32,node2vec,TransH,test,MRR,target,0.09171790076335878,0.04193249999999999,0.07452105452911759,0.08602494547088241,0.164882,0.028431,0.060259,0.080273,0.10219149999999999
orkut,251-255,32,node2vec,TransH,test,MR,source,123.2826183740458,12.109588500000001,122.2697561342795,125.5919378657205,140.948456,101.180809,117.81805449999999,123.930847,129.927643
orkut,251-255,32,node2vec,TransH,test,MR,source2target,85.58287221374044,18.22032150000001,84.67114649710972,89.66976550289029,114.384613,53.283199,78.667103,87.170456,96.88742450000001
orkut,251-255,32,node2vec,TransH,test,MR,transformed,123.01033603816794,22.401195500000014,121.1002735849621,127.2458864150379,167.388153,81.866531,112.3354685,124.17308,134.73666400000002
orkut,251-255,32,node2vec,TransH,test,MR,target,87.42280567175571,16.831515999999993,85.77690408199403,90.39451391800596,114.78846,61.066372,80.3715785,88.085709,97.20309449999999
orkut,251-255,32,node2vec,TransH,test,Hit@10,source,0.06647455725190839,0.046401,0.047206103516498774,0.05993589648350123,0.145833,0.006547,0.033777,0.053571,0.080178
orkut,251-255,32,node2vec,TransH,test,Hit@10,source2target,0.1818188549618321,0.08035549999999997,0.15392551256697093,0.1759704874330291,0.318548,0.045455,0.129454,0.164948,0.20980949999999998
orkut,251-255,32,node2vec,TransH,test,Hit@10,transformed,0.07133929007633588,0.037061000000000004,0.06184528567110539,0.07201271432889461,0.139222,0.007692,0.0481295,0.066929,0.0851905
orkut,251-255,32,node2vec,TransH,test,Hit@10,target,0.17518296183206106,0.07159850000000001,0.1473217237155673,0.16696427628443272,0.296053,0.045455,0.129051,0.157143,0.2006495
orkut,251-255,32,node2vec,TransH,test,Hit@3,source,0.026320770992366415,0.021136,0.014145742396170733,0.01994425760382927,0.060748,0.0,0.0091,0.017045,0.030236
orkut,251-255,32,node2vec,TransH,test,Hit@3,source2target,0.0877712213740458,0.05771299999999999,0.06351241909113368,0.07934558090886633,0.18069,0.009615,0.0479745,0.071429,0.10568749999999999
orkut,251-255,32,node2vec,TransH,test,Hit@3,transformed,0.024945152671755726,0.0220155,0.02114410002947089,0.027183899970529113,0.061798,0.0,0.0130725,0.024164,0.035088
orkut,251-255,32,node2vec,TransH,test,Hit@3,target,0.08455819847328244,0.05509650000000001,0.0649063284174215,0.0800216715825785,0.168919,0.009091,0.047221,0.072464,0.1023175
orkut,251-255,32,node2vec,TransH,test,Hit@1,source,0.013145847328244276,0.0136565,0.0034457169063827403,0.00719228309361726,0.03271,0.0,0.0003305,0.005319,0.013987
orkut,251-255,32,node2vec,TransH,test,Hit@1,source2target,0.04624056488549618,0.037208,0.02760612145518171,0.0378138785448183,0.108696,0.0,0.017355500000000003,0.03271,0.0545635
orkut,251-255,32,node2vec,TransH,test,Hit@1,transformed,0.00795858778625954,0.009535499999999999,0.005636000809930261,0.008251999190069737,0.025,0.0,0.002429,0.006944,0.0119645
orkut,251-255,32,node2vec,TransH,test,Hit@1,target,0.04430751908396947,0.03561249999999999,0.026646978642298928,0.036417021357701064,0.104348,0.0,0.016668,0.031532,0.052280499999999994
orkut,251-255,32,deepWalk,SimplE,test,MRR,source,0.05764617557251909,0.038058999999999996,0.0409943884772834,0.0514356115227166,0.122933,0.015202,0.0334595,0.046215,0.0715185
orkut,251-255,32,deepWalk,SimplE,test,MRR,source2target,0.057640923664122136,0.0380265,0.04099884655223251,0.05143115344776749,0.122916,0.015202,0.033463,0.046215,0.0714895
orkut,251-255,32,deepWalk,SimplE,test,MRR,transformed,0.056508740458015266,0.0193515,0.029524525003761255,0.03483347499623874,0.073311,0.012943,0.025749,0.032179,0.0451005
orkut,251-255,32,deepWalk,SimplE,test,MRR,target,0.021596419847328248,0.006045000000000002,0.020555798059464992,0.02221420194053501,0.0327,0.009231,0.0181365,0.021385,0.0241815
orkut,251-255,32,deepWalk,SimplE,test,MR,source,93.17706235877864,30.812660499999993,95.70121400336703,104.15445399663298,133.031738,40.417702,79.5102195,99.927834,110.32288
orkut,251-255,32,deepWalk,SimplE,test,MR,source2target,93.18289589312978,30.798182999999995,95.72897890429243,104.17824709570758,133.047607,40.411491,79.55077750000001,99.953613,110.3489605
orkut,251-255,32,deepWalk,SimplE,test,MR,transformed,104.30261838931298,22.485809000000003,104.01174002112498,110.18056597887502,137.464294,64.871964,96.4103855,107.096153,118.89619450000001
orkut,251-255,32,deepWalk,SimplE,test,MR,target,123.7870756335878,10.760482499999995,122.13732607773483,125.08938992226518,145.827271,104.096771,119.56025700000001,123.613358,130.3207395
orkut,251-255,32,deepWalk,SimplE,test,Hit@10,source,0.12180447328244276,0.0997905,0.07909558374740137,0.10647241625259864,0.302395,0.009615,0.061952,0.092784,0.1617425
orkut,251-255,32,deepWalk,SimplE,test,Hit@10,source2target,0.1217153358778626,0.0997905,0.07909558374740137,0.10647241625259864,0.303892,0.009615,0.061952,0.092784,0.1617425
orkut,251-255,32,deepWalk,SimplE,test,Hit@10,transformed,0.09205407633587787,0.060378499999999995,0.05421778835953797,0.07078221164046203,0.17525,0.0,0.038462,0.0625,0.0988405
orkut,251-255,32,deepWalk,SimplE,test,Hit@10,target,0.040199442748091604,0.022982500000000003,0.03466245515329267,0.04096754484670733,0.083333,0.0,0.026547,0.037815,0.049529500000000004
orkut,251-255,32,deepWalk,SimplE,test,Hit@3,source,0.045836748091603055,0.038542999999999994,0.02804599745342584,0.03862000254657416,0.110248,0.0,0.019288,0.033333,0.057830999999999994
orkut,251-255,32,deepWalk,SimplE,test,Hit@3,source2target,0.04585296946564885,0.038542999999999994,0.02804599745342584,0.03862000254657416,0.110248,0.0,0.019288,0.033333,0.057830999999999994
orkut,251-255,32,deepWalk,SimplE,test,Hit@3,transformed,0.04510595419847328,0.0323935,0.011685533819566456,0.020572466180433548,0.073034,0.0,0.006474,0.016129,0.0388675
orkut,251-255,32,deepWalk,SimplE,test,Hit@3,target,0.009520870229007635,0.010147499999999999,0.0064820518293500435,0.009265948170649959,0.028571,0.0,0.0036375,0.007874,0.013784999999999999
orkut,251-255,32,deepWalk,SimplE,test,Hit@1,source,0.01641685496183206,0.016356500000000003,0.009475353756764126,0.013962646243235875,0.045817,0.0,0.005618,0.011719,0.0219745
orkut,251-255,32,deepWalk,SimplE,test,Hit@1,source2target,0.01641685496183206,0.016356500000000003,0.009475353756764126,0.013962646243235875,0.045817,0.0,0.005618,0.011719,0.0219745
orkut,251-255,32,deepWalk,SimplE,test,Hit@1,transformed,0.02630963358778626,0.013536,0.004167246076578682,0.007880753923421318,0.033708,0.0,0.0,0.006024,0.013536
orkut,251-255,32,deepWalk,SimplE,test,Hit@1,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orkut,251-255,32,node2vec,TransD,test,MRR,source,0.02680187786259542,0.0085965,0.0242588048830754,0.026617195116924598,0.042232,0.014054,0.021942,0.025438,0.0305385
orkut,251-255,32,node2vec,TransD,test,MRR,source2target,0.08205641221374047,0.0371685,0.06755253973088908,0.0777494602691109,0.148251,0.024166,0.055692,0.072651,0.0928605
orkut,251-255,32,node2vec,TransD,test,MRR,transformed,0.028998618320610688,0.011096500000000002,0.025373876040835942,0.028418123959164057,0.048125,0.012783,0.021299,0.026896,0.0323955
orkut,251-255,32,node2vec,TransD,test,MRR,target,0.08465914503816793,0.042291,0.06546587853314044,0.07706812146685955,0.146138,0.030024,0.054905,0.071267,0.097196
orkut,251-255,32,node2vec,TransD,test,MR,source,120.12360529770993,10.317836999999997,118.80509944126982,121.63572655873017,138.301025,100.565323,115.624565,120.220413,125.942402
orkut,251-255,32,node2vec,TransD,test,MR,source2target,88.22522683969464,17.74075350000001,87.23692957671575,92.10398242328425,115.69091,55.340706,80.27578349999999,89.670456,98.016537
orkut,251-255,32,node2vec,TransD,test,MR,transformed,122.09810615267176,11.377541000000022,119.88218121493522,123.0035307850648,138.923615,102.195648,116.9849775,121.442856,128.36251850000002
orkut,251-255,32,node2vec,TransD,test,MR,target,88.78031219083972,14.953216499999996,87.84374931115961,91.94606068884038,116.230766,63.256638,82.0772935,89.894905,97.03050999999999
orkut,251-255,32,node2vec,TransD,test,Hit@10,source,0.04608902290076337,0.020861500000000005,0.04208239598304862,0.04780560401695137,0.085865,0.008772,0.034483,0.044944,0.055344500000000005
orkut,251-255,32,node2vec,TransD,test,Hit@10,source2target,0.1571475648854962,0.07079099999999999,0.13415748973161062,0.15357851026838937,0.286123,0.036364,0.11024300000000001,0.143868,0.181034
orkut,251-255,32,node2vec,TransD,test,Hit@10,transformed,0.04929470229007634,0.026359,0.04183929545896406,0.049070704541035945,0.088542,0.0,0.0344355,0.045455,0.0607945
orkut,251-255,32,node2vec,TransD,test,Hit@10,target,0.15921022137404578,0.07502800000000001,0.1390592939297832,0.15964270607021683,0.295302,0.054545,0.109679,0.149351,0.184707
orkut,251-255,32,node2vec,TransD,test,Hit@3,source,0.014050625954198473,0.012243,0.01165360887378493,0.01501239112621507,0.037037,0.0,0.0068965,0.013333,0.0191395
orkut,251-255,32,deepWalk,TransD,test,MRR,source,0.02617651145038168,0.0107615,0.023237828505696032,0.026190171494303967,0.043245,0.010961,0.020027,0.024714,0.0307885
orkut,251-255,32,node2vec,TransD,test,Hit@3,source2target,0.07495980152671756,0.04705500000000001,0.056845393331368926,0.06975460666863106,0.154362,0.0,0.0419445,0.0633,0.08899950000000001
orkut,251-255,32,deepWalk,TransD,test,MRR,source2target,0.0876915648854962,0.0442605,0.07093471919122421,0.0830772808087758,0.164158,0.027036,0.0570255,0.077006,0.101286
orkut,251-255,32,deepWalk,TransD,test,MRR,transformed,0.029640687022900767,0.011032000000000004,0.024365723604965722,0.027392276395034276,0.043107,0.013192,0.021164,0.025879,0.032196
orkut,251-255,32,node2vec,TransD,test,Hit@3,transformed,0.017511167938931295,0.014489500000000002,0.012547453016148551,0.016522546983851447,0.040837,0.0,0.008333,0.014535,0.022822500000000003
orkut,251-255,32,node2vec,TransD,test,Hit@3,target,0.07609445801526718,0.048469500000000006,0.05507936419242985,0.06837663580757015,0.157258,0.009615,0.040028,0.061728,0.0884975
orkut,251-255,32,deepWalk,TransD,test,MRR,target,0.08465914503816793,0.042291,0.06546587853314044,0.07706812146685955,0.146138,0.030024,0.054905,0.071267,0.097196
orkut,251-255,32,deepWalk,TransD,test,MR,source,121.71242895419847,11.488094000000004,121.37321149001677,124.52489050998322,143.168274,102.575439,116.5076485,122.949051,127.9957425
orkut,251-255,32,node2vec,TransD,test,Hit@1,source,0.004804412213740458,0.0073825,0.0031893311288668826,0.0052146688711331175,0.016854,0.0,0.0,0.004202,0.0073825
orkut,251-255,32,node2vec,TransD,test,Hit@1,source2target,0.03576051145038168,0.029766999999999995,0.02238781486122323,0.030554185138776772,0.079827,0.0,0.0116345,0.026471,0.041401499999999994
orkut,251-255,32,deepWalk,TransD,test,MR,source2target,87.76213412213741,15.974440999999999,86.66590837697899,91.048385623021,115.79808,58.426041,80.3468325,88.857147,96.3212735
orkut,251-255,32,node2vec,TransD,test,Hit@1,transformed,0.006206419847328244,0.008114,0.003263990149627617,0.0054900098503723824,0.020161,0.0,0.0,0.004377,0.008114
orkut,251-255,32,node2vec,TransD,test,Hit@1,target,0.0396998854961832,0.033665499999999994,0.02151705162463502,0.030752948375364977,0.087719,0.0,0.0132455,0.026135,0.046910999999999994
orkut,251-255,32,deepWalk,TransD,test,MR,transformed,121.8220090610687,10.448070999999999,121.68019504333374,124.54655095666625,140.68103,102.405724,116.840473,123.113373,127.288544
orkut,251-255,32,deepWalk,TransD,test,MR,target,88.78031219083972,14.953216499999996,87.84374931115961,91.94606068884038,116.230766,63.256638,82.0772935,89.894905,97.03050999999999
orkut,251-255,32,deepWalk,TransD,test,Hit@10,source,0.04377089312977099,0.025132500000000002,0.03687553634896673,0.043770463651033265,0.090909,0.0,0.028754000000000002,0.040323,0.053886500000000004
orkut,251-255,32,deepWalk,TransD,test,Hit@10,source2target,0.16562651908396944,0.0666885,0.1431702359617256,0.16146576403827442,0.287234,0.036364,0.1210595,0.152318,0.187748
orkut,251-255,32,deepWalk,TransD,test,Hit@10,transformed,0.04922058778625954,0.025874,0.03975782365435851,0.04685617634564149,0.092742,0.006623,0.029682,0.043307,0.055556
orkut,251-255,32,deepWalk,TransD,test,Hit@10,target,0.15921022137404578,0.07502800000000001,0.1390592939297832,0.15964270607021683,0.295302,0.054545,0.109679,0.149351,0.184707
orkut,251-255,32,deepWalk,TransD,test,Hit@3,source,0.01420183969465649,0.012665,0.009981722485214908,0.013456277514785092,0.035088,0.0,0.006691,0.011719,0.019355999999999998
orkut,251-255,32,deepWalk,TransD,test,Hit@3,source2target,0.08071896946564885,0.0525525,0.060359292807284366,0.07477670719271563,0.162162,0.0,0.0459475,0.067568,0.0985
orkut,251-255,32,deepWalk,TransD,test,Hit@3,transformed,0.017674,0.014183500000000002,0.010400427506438662,0.014291572493561337,0.03913,0.0,0.006992999999999999,0.012346,0.0211765
orkut,251-255,32,deepWalk,TransD,test,Hit@3,target,0.07609445801526718,0.048469500000000006,0.05507936419242985,0.06837663580757015,0.157258,0.009615,0.040028,0.061728,0.0884975
orkut,251-255,32,deepWalk,TransD,test,Hit@1,source,0.005107664122137404,0.007752,0.00292064624598389,0.005047353754016109,0.017544,0.0,0.0,0.003984,0.007752
orkut,251-255,32,deepWalk,TransD,test,Hit@1,source2target,0.041148587786259544,0.035507,0.024541450239441435,0.03428254976055856,0.096774,0.0,0.014085,0.029412,0.049592
orkut,251-255,32,deepWalk,TransD,test,Hit@1,transformed,0.0074671603053435105,0.0086835,0.0035258709593654685,0.005908129040634531,0.017928,0.0,0.0,0.004717,0.0086835
orkut,251-255,32,deepWalk,TransD,test,Hit@1,target,0.0396998854961832,0.033665499999999994,0.02151705162463502,0.030752948375364977,0.087719,0.0,0.0132455,0.026135,0.046910999999999994
orkut,251-255,32,deepWalk,TransH,test,MRR,source,0.03192896946564886,0.010542500000000003,0.025155869072276207,0.028048130927723795,0.047116,0.013486,0.02239,0.026602,0.0329325
orkut,251-255,32,deepWalk,TransH,test,MRR,source2target,0.1306700076335878,0.0939425,0.09015076289516791,0.1159232371048321,0.291064,0.026121,0.0742355,0.103037,0.168178
orkut,251-255,32,deepWalk,TransH,test,MRR,transformed,0.036915732824427484,0.019554500000000002,0.02996067918177141,0.03532532081822859,0.070741,0.013047,0.025906,0.032643,0.0454605
orkut,251-255,32,deepWalk,TransH,test,MRR,target,0.09171790076335878,0.04193249999999999,0.07452105452911759,0.08602494547088241,0.164882,0.028431,0.060259,0.080273,0.10219149999999999
orkut,251-255,32,deepWalk,TransH,test,MR,source,118.57452109160306,14.128937000000008,117.5877759970063,121.4639520029937,142.870697,97.697914,111.8285215,119.525864,125.9574585
orkut,251-255,32,deepWalk,TransH,test,MR,source2target,72.91611032061067,35.974441999999996,73.28591150189179,83.1552504981082,114.153839,19.198761,57.313362,78.220581,93.287804
orkut,251-255,32,deepWalk,TransH,test,MR,transformed,113.05532440458016,22.059311499999993,113.3992843386822,119.45110366131782,149.800003,70.639366,103.312946,116.425194,125.37225749999999
orkut,251-255,32,deepWalk,TransH,test,MR,target,87.42280567175571,16.831515999999993,85.77690408199403,90.39451391800596,114.78846,61.066372,80.3715785,88.085709,97.20309449999999
orkut,251-255,32,deepWalk,TransH,test,Hit@10,source,0.05413385496183206,0.035044500000000006,0.04137089207525573,0.05098510792474426,0.107143,0.005952,0.028846,0.046178,0.0638905
orkut,251-255,32,deepWalk,TransH,test,Hit@10,source2target,0.25513694656488545,0.176446,0.17936763100088668,0.22777436899911332,0.591837,0.054545,0.156567,0.203571,0.333013
orkut,251-255,32,deepWalk,TransH,test,Hit@10,transformed,0.0743772748091603,0.049862,0.05622335282730247,0.06990264717269752,0.165339,0.015873,0.045411,0.063063,0.095273
orkut,251-255,32,deepWalk,TransH,test,Hit@10,target,0.17518296183206106,0.07159850000000001,0.1473217237155673,0.16696427628443272,0.296053,0.045455,0.129051,0.157143,0.2006495
orkut,251-255,32,deepWalk,TransH,test,Hit@3,source,0.0198559465648855,0.013086,0.012289973268181785,0.015880026731818216,0.036913,0.0,0.0078745,0.014085,0.0209605
orkut,251-255,32,deepWalk,TransH,test,Hit@3,source2target,0.13155882442748093,0.11340850000000001,0.0892825817579546,0.1203954182420454,0.340637,0.017544,0.063492,0.104839,0.17690050000000002
orkut,251-255,32,deepWalk,TransH,test,Hit@3,transformed,0.026181824427480915,0.024677,0.018354017984022766,0.025123982015977236,0.069721,0.0,0.0099255,0.021739,0.0346025
orkut,251-255,32,deepWalk,TransH,test,Hit@3,target,0.08455819847328244,0.05509650000000001,0.0649063284174215,0.0800216715825785,0.168919,0.009091,0.047221,0.072464,0.1023175
orkut,251-255,32,deepWalk,TransH,test,Hit@1,source,0.008819984732824427,0.0088895,0.0020916136227649377,0.004530386377235063,0.020408,0.0,0.0,0.003311,0.0088895
orkut,251-255,32,deepWalk,TransH,test,Hit@1,source2target,0.06524060305343511,0.05977750000000001,0.03826822845321234,0.05466777154678767,0.157497,0.0,0.0271855,0.046468,0.08696300000000001
orkut,251-255,32,deepWalk,TransH,test,Hit@1,transformed,0.006619885496183206,0.0092215,0.003543072672515537,0.006072927327484462,0.021429,0.0,0.0,0.004808,0.0092215
orkut,251-255,32,deepWalk,TransH,test,Hit@1,target,0.04430751908396947,0.03561249999999999,0.026646978642298928,0.036417021357701064,0.104348,0.0,0.016668,0.031532,0.052280499999999994
orkut,251-255,32,node2vec,RESCAL,test,MRR,source,0.03712198473282442,0.022644,0.02653588771853189,0.03274811228146811,0.076599,0.01155,0.022726,0.029642,0.04537
orkut,251-255,32,node2vec,RESCAL,test,MRR,source2target,0.11080483969465649,0.08031399999999998,0.08533520518575208,0.10736879481424791,0.254262,0.017704,0.059125,0.096352,0.13943899999999998
orkut,251-255,32,node2vec,RESCAL,test,MRR,transformed,0.059958366412213734,0.05223900000000001,0.032153296084101196,0.0464847039158988,0.151207,0.00996,0.023315,0.039319,0.07555400000000001
orkut,251-255,32,deepWalk,RESCAL,test,MRR,source,0.027395732824427484,0.012319499999999997,0.021817115251212403,0.025196884748787597,0.047593,0.012452,0.018442,0.023507,0.030761499999999997
orkut,251-255,32,node2vec,RESCAL,test,MRR,target,0.06361813740458015,0.049139499999999996,0.03252145926270967,0.04600254073729033,0.148529,0.014692,0.0296885,0.039262,0.078828
orkut,251-255,32,deepWalk,RESCAL,test,MRR,source2target,0.11631059541984733,0.08389799999999999,0.08036358239751759,0.1033804176024824,0.268516,0.021904,0.0672435,0.091872,0.15114149999999998
orkut,251-255,32,node2vec,RESCAL,test,MR,source,123.80304889312977,27.673576499999996,118.35720198009197,125.94925601990802,170.375946,78.398102,111.105469,122.153229,138.7790455
orkut,251-255,32,deepWalk,RESCAL,test,MRR,transformed,0.03335457251908397,0.013089999999999997,0.021319424582034202,0.024910575417965798,0.049059,0.01197,0.0188655,0.023115,0.0319555
orkut,251-255,32,node2vec,RESCAL,test,MR,source2target,85.5194829389313,52.590317000000006,80.55186739127357,94.97965660872642,158.381821,19.977304,60.162056,87.765762,112.752373
orkut,251-255,32,deepWalk,RESCAL,test,MRR,target,0.06361813740458015,0.049139499999999996,0.03252145926270967,0.04600254073729033,0.148529,0.014692,0.0296885,0.039262,0.078828
orkut,251-255,32,node2vec,RESCAL,test,MR,transformed,120.87313427480916,55.82865150000001,110.27047207092593,125.58667592907406,182.983871,30.528225,95.051605,117.928574,150.8802565
orkut,251-255,32,deepWalk,RESCAL,test,MR,source,122.36596677862595,15.206402000000026,121.3356004670049,125.50737153299511,153.752121,94.145828,116.870678,123.421486,132.07708000000002
orkut,251-255,32,node2vec,RESCAL,test,MR,target,108.3239955648855,20.75109900000001,115.61971085789345,121.31263114210655,145.664276,76.037849,104.87463349999999,118.466171,125.6257325
orkut,251-255,32,deepWalk,RESCAL,test,MR,source2target,77.35111764885497,49.847992000000005,73.4956023261913,87.17105367380869,133.0625,16.53437,53.336071000000004,80.333328,103.18406300000001
orkut,251-255,32,deepWalk,RESCAL,test,MR,transformed,122.94833592366412,18.60734199999999,119.43966730031454,124.54446269968545,154.505814,87.352348,113.858799,121.992065,132.466141
orkut,251-255,32,node2vec,RESCAL,test,Hit@10,source,0.06628439694656489,0.0425335,0.04534661443544321,0.057015385564556785,0.142857,0.009146,0.0375085,0.051181,0.080042
orkut,251-255,32,deepWalk,RESCAL,test,MR,target,108.3239955648855,20.75109900000001,115.61971085789345,121.31263114210655,145.664276,76.037849,104.87463349999999,118.466171,125.6257325
orkut,251-255,32,node2vec,RESCAL,test,Hit@10,source2target,0.2202992366412214,0.15122049999999998,0.18055585160485127,0.22204214839514874,0.493395,0.017857,0.127517,0.201299,0.27873749999999997
